"objectid","parking_space_id","post_id","ms_pay_station_id","ms_space_num","sensor_flag","on_offstreet_type","osp_id","jurisdiction","pm_district_id","blockface_id","active_meter_flag","reason_code","smart_meter_flag","meter_type","meter_vendor","meter_model","cap_color","pco_beat","old_rate_area","street_id","street_name","street_num","parity_digit_position","street_seg_ctrln_id","orientation","longitude","latitude","legislation_ref","legislation_dt","work_order","comments","collection_route","collection_subroute","pmr_route","nfc_key","spt_code","collection_route_desc","collection_subroute_desc","shape","data_as_of","data_loaded_at","analysis_neighborhood","supervisor_district",":@computed_region_ajp5_b2md",":@computed_region_jwn9_ihcz",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq"
"159432",,"568-46120","-","0",,"ON",,"SFMTA","35","568462","M","-",,"SS","IPS","M5","Grey",,,"568","MISSION ST","4612",,"9165000",,"-122.43523470100001","37.7242615976",,,,,"316","316-2","O-2",,,"Mission St: 4300 - 5300","Mission 4800-5100","POINT (-122.435234701 37.724261598)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Outer Mission","11","28","94","94","9","1"
"161124",,"365-05030","-","0",,"ON",,"SFMTA","30","365051","M","-",,"SS","IPS","M5","Grey",,,"365","CORTLAND AVE","503",,"4426000",,"-122.4163297989","37.7390987006",,,,,"331","331-1","O-3",,,"Cortland Ave: 300 - 900","Cortland","POINT (-122.416329799 37.739098701)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Bernal Heights","9","2","83","83","9","2"
"161961",,"830-03120","-","0",,"ON",,"PORT","1","830032","T","UC",,"SS","IPS","M5","Yellow",,,"830","EMBARCADERO NORTH","312",,"12554201",,"-122.3960767237","37.7977946875",,,,,"613","613-1","Port 2",,,"Embarcadero North Port","Embarcadero North | Unit-600","POINT (-122.396076724 37.797794687)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","3","8","77","77","6","3"
"156576",,"864-04560","-","0",,"ON",,"PORT","2","864042","M","-",,"SS","MacKay","mkBeacon","Grey",,,"864","SPEAR ST","456",,"12048000",,"-122.3886784983","37.788138902600004",,,,,"617","617-1","Port 2",,,"South Sea Wall Port","Spear Street | 400","POINT (-122.388678498 37.788138903)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","6","8","30","30","1","10"
"161188",,"700-00100","-","0",,"ON",,"SFMTA","16","700002","U","U9",,"SS","IPS","M5","Grey",,,"700","VALENCIA ST","10",,"13052201",,"-122.4226804988","37.772075599900006",,,,,,,"R-2",,,,,"POINT (-122.422680499 37.7720756)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Mission","6","20","32","32","1","10"
"151149",,"324-11480","-","0",,"ON",,"SFMTA","12","324112","T","UB",,"SS","IPS","M5","Grey",,,"324","BATTERY ST","1148",,"2767000",,"-122.40166331260001","37.802041491000004",,,,,"DPT MOS","DPT MOS","G-1",,,,,"POINT (-122.401663313 37.802041491)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","3","8","77","77","6","3"
"153939",,"596-00170","-","0",,"ON",,"SFMTA","14","596001","M","-",,"SS","IPS","M5","Grey",,,"596","OTIS ST","17",,"10046000",,"-122.4193029997","37.772474198500007",,,,,"DPT MOS","DPT MOS","N-1",,,,,"POINT (-122.419303 37.772474198)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Mission","6","20","32","32","1","10"
"157458",,"220-35110","-","0",,"ON",,"SFMTA","4","220351","M","UY",,"SS","IPS","M5","Grey",,,"220","20TH ST","3511",,"1056000",,"-122.4196202994","37.7585514997",,,,,"334","334-2","R-3",,,"Mission St: 2100 - 2400","Mission 2100-2400","POINT (-122.419620299 37.7585515)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Mission","9","20","53","53","3","2"
"157089",,"442-00080","-","0",,"ON",,"SFMTA","13","442002","M","-",,"SS","IPS","M5","Grey",,,"442","GOLDEN GATE AVE","8",,"6259000",,"-122.4109116976","37.7823075008",,,,,"417","417-2","J-1",,,"Golden Gate Ave: Unit - 700","Golden Gate Unit-700","POINT (-122.410911698 37.782307501)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Tenderloin","5","36","20","20","5","10"
"159332",,"593-02380","-","0",,"ON",,"SFMTA","13","593022","M","-",,"SS","IPS","M5","Grey",,,"593","O'FARRELL ST","238",,"9724000",,"-122.4092510973","37.7863243994",,,,,"211","211-3","I-3",,,"Post St: Unit-600 Geary St","Ofarrell: Unit - 400","POINT (-122.409251097 37.786324399)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Tenderloin","3","36","19","19","5","3"
"154392",,"384-03010","-","0",,"ON",,"SFMTA","17","384031","T","U1",,"SS","MacKay","mkBeacon","Yellow",,,"384","DIVISADERO ST","301",,"4800101",,"-122.437359899","37.772294898400006",,,,,"DPT MOS","DPT MOS","C-1",,,,,"POINT (-122.437359899 37.772294898)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Haight Ashbury","5","3","112","112","4","11"
"152889",,"229-00360","-","0",,"ON",,"SFMTA","29","229002","M","-",,"SS","IPS","M5","Grey",,,"229","29TH ST","36",,"1629000",,"-122.4221759026","37.744028600700005",,,,,"307","307-2","R-5",,,"Mission St: 3100 - 3500","29th / Duncan / Mission / Valenc","POINT (-122.422175903 37.744028601)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Bernal Heights","9","2","83","83","9","5"
"153986",,"470-05730","-","0",,"ON",,"SFMTA","1","470051","M","-",,"SS","IPS","M5","Grey",,,"470","HOWARD ST","573",,"7033000",,"-122.3976175019","37.787159700800004",,,,,"404","404-1","M-2",,,"Howard St: Unit - 600 Bryan St","Howard Unit-600","POINT (-122.397617502 37.787159701)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","6","8","32","32","1","10"
"151603",,"701-11270","-","0",,"ON",,"SFMTA","15","701111","U","U1",,"-","-","-","-",,,"701","VAN NESS AVE","1127",,"13153101",,"-122.4216834993","37.786373601200005",,,,,,,"E-3",,,,,"POINT (-122.421683499 37.786373601)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Western Addition","2","39","100","100","4","11"
"156187",,"902-00560","902-00004","44",,"OFF",,"SFMTA","5","350242","M","-",,"MS","MacKay","EliteTango","Grey",,,"350","CALIFORNIA ST","2450",,"3558000",,"-122.43490329730001","37.789223101800005",,,,,"M-907","M907-1","C-4",,,"California - Steiner Sts: Lot","Cal _Steiner Lot","POINT (-122.434903297 37.789223102)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Pacific Heights","2","30","102","102","4","6"
"155777",,"831-05090","-","0",,"ON",,"PORT","2","831052","M","-",,"SS","IPS","M5","Grey",,,"831","EMBARCADERO SOUTH","509",,"12548201",,"-122.3876261","37.7868596007",,,,,"614","614-2","Port 2",,,"South Embarcadero","South Embarcadero 400-700","POINT (-122.3876261 37.786859601)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","6","8","31","31","1","10"
"160005",,"546-02170","-","0",,"ON",,"SFMTA","13","546021","M","-",,"SS","IPS","M5","Grey",,,"546","LEAVENWORTH ST","217",,"8240000",,"-122.4142424983","37.7833613017",,,,,"413","413-3","J-3",,,"Hyde St: Unit - 1000","Leavenworth Unit-300","POINT (-122.414242498 37.783361302)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Tenderloin","5","36","20","20","5","10"
"158878",,"118-03870","-","0",,"ON",,"SFMTA","21","118031","M","-",,"SS","IPS","M5","Grey",,,"118","18TH AVE","387",,"829000",,"-122.4773332009","37.7808382985",,,,,"118","118-2","B-3",,,"Geary St: 5000 - 5200","Geary","POINT (-122.477333201 37.780838299)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Outer Richmond","1","29","5","5","8","4"
"153843",,"204-04100","-","0",,"ON",,"SFMTA","2","204042","U","U9",,"SS","IPS","M5","Grey",,,"204","04TH ST","410",,"259000",,"-122.3993078191","37.7804227059",,,,,,,"N-4",,,,,"POINT (-122.399307819 37.780422706)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","South of Market","6","34","32","32","1","10"
"161008",,"542-10280","-","0",,"ON",,"SFMTA","15","542102","M","-",,"SS","IPS","M5","Black",,,"542","LARKIN ST","1024",,"8135000",,"-122.418326698","37.7876967014",,,,,"414","414-2","E-2",,,"Larkin St: Unit - 1100","Larkin Unit-1100","POINT (-122.418326698 37.787696701)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Nob Hill","3","21","50","50","6","3"
"156776",,"350-15570","-","0",,"ON",,"SFMTA","15","350151","U","U1",,"-","-","-","-",,,"350","CALIFORNIA ST","1557",,"3548000",,"-122.4204760973","37.7905203019",,,,,,,"D-2",,,,,"POINT (-122.420476097 37.790520302)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Nob Hill","3","21","105","105","4","3"
"154596",,"209-03470","-","0",,"ON",,"SFMTA","14","209031","M","-",,"SS","IPS","M5","Grey",,,"209","09TH ST","347",,"456000",,"-122.4104644002","37.7729644001",,,,,"DPT MOS","DPT MOS","N-2",,,,,"POINT (-122.4104644 37.7729644)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","South of Market","6","34","32","32","1","10"
"159671",,"341-00480","-","0",,"ON",,"SFMTA","14","341002","M","-",,"SS","IPS","M5","Grey",,,"341","BRADY ST","48",,"3070000",,"-122.4200042018","37.772503501600006",,,,,"DPT MOS","DPT MOS","N-1",,,,,"POINT (-122.420004202 37.772503502)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Mission","6","20","32","32","1","10"
"153894",,"411-01110","-","0",,"ON",,"SFMTA","3","411011","M","-",,"SS","MacKay","mkBeacon","Green",,,"411","FELL ST","111",,"5440000",,"-122.4200227292","37.776234415900007",,,,,"411","411-3","J-5",,,"Gough St: Unit - 500","Hayes / Fell / Oak","POINT (-122.420022729 37.776234416)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Hayes Valley","6","9","21","21","4","11"
"152576",,"568-48080","-","0",,"ON",,"SFMTA","35","568482","M","-",,"SS","IPS","M5","Grey",,,"568","MISSION ST","4808",,"9172201",,"-122.43772480240001","37.7209718012",,,,,"316","316-2","O-2",,,"Mission St: 4300 - 5300","Mission 4800-5100","POINT (-122.437724802 37.720971801)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Outer Mission","11","28","80","80","9","1"
"153311",,"666-01280","-","0",,"ON",,"SFMTA","1","666012","M","-",,"SS","IPS","M5","Yellow",,,"666","SUTTER ST","128",,"12318002",,"-122.403209198","37.789962301900005",,,,,"209","209-4","I-3",,,"Bush St: 100 - 900 Sutter St","Sutter: Unit - 800","POINT (-122.403209198 37.789962302)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","3","8","19","19","6","3"
"152462",,"910-00230","-","0",,"OFF",,"SFMTA","24","120121","M","-",,"SS","MacKay","mkBeacon","Grey",,,"120","20TH AVE","1275",,"1005000",,"-122.4786430017","37.7638442022",,,,,"DPT MOS","DPT MOS","A-5",,,,,"POINT (-122.478643002 37.763844202)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Sunset/Parkside","4","35","39","39","10","7"
"158163",,"336-06100","-","0",,"ON",,"SFMTA","1","336062","M","UV",,"SS","IPS","M5","Grey",,,"336","BUSH ST","610",,"3434000",,"-122.4075615012","37.7903770999",,,,,"209","209-2","I-4",,,"Bush St: 100 - 900 Sutter St","Bush: 400 - 900","POINT (-122.407561501 37.7903771)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Nob Hill","3","21","16","16","6","3"
"155373",,"384-07190","-","0",,"ON",,"SFMTA","17","384071","M","-",,"SS","MacKay","mkBeacon","Grey",,,"384","DIVISADERO ST","719",,"4804101",,"-122.43820570010001","37.7764374976",,,,,"130","130-1","C-1",,,"Divisadero St: 800 - 200","Divisadero","POINT (-122.4382057 37.776437498)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Hayes Valley","5","9","24","24","7","11"
"160623",,"352-04440","-","0",,"ON",,"SFMTA","16","352042","T","UV",,"SS","IPS","M5","Green",,,"352","CASTRO ST","444",,"3790000",,"-122.4351180026","37.761080800399995",,,,,"305","305-2","R-1",,,"Market St: 1600-2300 Castro St","19th St / Castro / Market","POINT (-122.435118003 37.7610808)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Castro/Upper Market","8","5","38","38","3","5"
"156964",,"500-07020","-","0",,"ON",,"SFMTA","12","500072","M","-",,"SS","IPS","M5","Yellow",,,"500","JACKSON ST","702",,"7373000",,"-122.40676020240001","37.796052497699996",,,,,"DPT MOS","DPT MOS","G-3",,,,,"POINT (-122.406760202 37.796052498)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Chinatown","3","6","104","104","6","3"
"157722",,"321-05160","-","0",,"ON",,"SFMTA","40","321052","M","-",,"SS","IPS","M5","Grey",,,"321","BALBOA ST","516",,"2650000",,"-122.4645918028","37.777275302300005",,,,,"117","117-1","B-3",,,"Balboa St: 200 - 500","Balboa 200- 500","POINT (-122.464591803 37.777275302)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Inner Richmond","1","11","5","5","8","4"
"156825",,"418-05040","-","0",,"ON",,"SFMTA","2","418052","U","U1",,"-","-","-","-",,,"418","FOLSOM ST","504",,"5657000",,"-122.3947185983","37.787229499700004",,,,,,,"M-2",,,,,"POINT (-122.394718598 37.7872295)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","6","8","32","32","1","10"
"161684",,"350-28280","-","0",,"ON",,"SFMTA","18","350282","M","-",,"SS","MacKay","mkBeacon","Grey",,,"350","CALIFORNIA ST","2828",,"3562000",,"-122.4414831025","37.7880187006",,,,,"103","103-2","C-1",,,"Divisadero St: Sacramento St","Divisadero - Sacramento","POINT (-122.441483102 37.788018701)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Pacific Heights","2","30","102","102","8","6"
"155150",,"224-28700","-","0",,"ON",,"SFMTA","29","224284","M","-",,"SS","IPS","M5","Yellow",,,"224","24TH ST","2870",,"1333000",,"-122.4099223984","37.7528027993",,,,,"303","303-2","R-4",,,"24 St (Lower): 2700 - 3300","24th St Lower","POINT (-122.409922398 37.752802799)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Mission","9","20","53","53","3","2"
"155725",,"500-08430","-","0",,"ON",,"SFMTA","12","500081","M","-",,"SS","IPS","M5","Grey",,,"500","JACKSON ST","843",,"7384000",,"-122.40957139780001","37.7956179016",,,,,"DPT MOS","DPT MOS","G-3",,,,,"POINT (-122.409571398 37.795617902)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Chinatown","3","6","104","104","6","3"
"158039",,"340-00549","-","0",,"ON",,"SFMTA","2","340002","T","UX",,"SS","IPS","M5","Grey",,,"340","BLUXOME ST","54",,"2993000",,"-122.3973215983","37.776568702300004",,,,,"DPT MOS","DPT MOS","N-4",,,,,"POINT (-122.397321598 37.776568702)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","South of Market","6","34","32","32","1","10"
"152476",,"363-05020","-","0",,"ON",,"SFMTA","12","363052","U","U1",,"-","-","-","-",,,"363","COLUMBUS AVE","502",,"4295000",,"-122.4092317016","37.7997515992",,,,,,,"G-4",,,,,"POINT (-122.409231702 37.799751599)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","North Beach","3","23","106","106","6","3"
"161652",,"700-03080","-","0",,"ON",,"SFMTA","16","700032","M","UV",,"SS","MacKay","mkBeacon","Yellow",,,"700","VALENCIA ST","308",,"13057001",,"-122.4222753008","37.7678455998",,,,,"100","100","R-2",,,,,"POINT (-122.422275301 37.7678456)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Mission","9","20","37","37","3","5"
"159685",,"585-05430","-","0",,"ON",,"SFMTA","6","585051","M","-",,"SS","IPS","M5","Grey",,,"585","NORTH POINT ST","543",,"9691000",,"-122.4167790019","37.8061097981",,,,,"201","201-53","F-1",,,"Fishermans Wharf","Fishermans Wharf","POINT (-122.416779002 37.806109798)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","North Beach","3","23","99","99","6","3"
"152989",,"326-05060","-","0",,"ON",,"SFMTA","6","326052","M","-",,"SS","IPS","M5","Yellow",,,"326","BEACH ST","506",,"2843000",,"-122.4176293013","37.807078997500007",,,,,"201","201-52","F-1",,,"Fishermans Wharf","Fishermans Wharf","POINT (-122.417629301 37.807078998)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","North Beach","3","23","99","99","6","3"
"155923",,"591-16070","-","0",,"ON",,"SFMTA","36","591161","M","-",,"SS","IPS","M5","Grey",,,"591","OCEAN AVE","1607",,"9827101",,"-122.45941450240001","37.724481298499995",,,,,"318","318-1","O-1",,,"Ocean Ave: 1000 - 1900","Ocean 1000-1700","POINT (-122.459414502 37.724481298)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Oceanview/Merced/Ingleside","11","24","64","64","10","8"
"160754",,"616-17040","-","0",,"ON",,"SFMTA","12","616172","T","UB",,"SS","IPS","M5","Grey",,,"616","POWELL ST","1704",,"10696000",,"-122.41079240079999","37.800406600300008",,,,,"DPT MOS","DPT MOS","G-4",,,,,"POINT (-122.410792401 37.8004066)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Chinatown","3","6","106","106","6","3"
"152143",,"423-01700","423-01008","70",,"ON",,"SFMTA","3","423012","T","UX",,"MS","MacKay","Elite","Grey",,,"423","FULTON ST","170",,"5881000",,"-122.41645390139999","37.779763000900004",,,,,"M-401","M401-1","J-4",,,"Grove St: Fulton St: McAlliste","Grove St. Unit - 100, Fulton St.","POINT (-122.416453901 37.779763001)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Tenderloin","5","36","21","21","5","10"
"153630",,"651-03200","-","0",,"ON",,"SFMTA","1","651032","M","-",,"SS","IPS","M5","Yellow",,,"651","SANSOME ST","320",,"11546000",,"-122.40117679880001","37.793644701",,,,,"205","205-2","I-2",,,"Sansome St: Unit-800 Battery S","Sansome: Unit - 800","POINT (-122.401176799 37.793644701)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","3","8","108","108","6","3"
"156544",,"691-18330","-","0",,"ON",,"SFMTA","8","691181","M","-",,"SS","MacKay","mkBeacon","Grey",,,"691","UNION ST","1833",,"12867000",,"-122.429971799","37.7977286995",,,,,"215","215-3","F-2",,,"Union St:1500-2200 Fillmore St","Filbert/Fillmore/Greenwich/Pix","POINT (-122.429971799 37.797728699)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Marina","2","13","15","15","4","6"
"151524",,"223-32060","-","0",,"ON",,"SFMTA","4","223322","M","-",,"SS","MacKay","mkBeacon","Green",,,"223","23RD ST","3206",,"1263000",,"-122.4168162008","37.7539903977",,,,,"302","302-1","R-4",,,"Mission St: 2500 - 2700","Mission 2500-2700","POINT (-122.416816201 37.753990398)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Mission","9","20","53","53","3","2"
"155081",,"382-00080","-","0",,"ON",,"SFMTA","38","382002","M","-",,"SS","IPS","M5","Grey",,,"382","DESMOND ST","8",,"4720000",,"-122.40498920530001","37.7113363484",,,,,"309","309-1","O-4",,,"Leland Ave: Unit - 100","Leland","POINT (-122.404989205 37.711336348)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Visitacion Valley","10","40","75","75","9","9"
"158790",,"847-03280","-","0",,"ON",,"PORT","6","847032","U","U9",,"-","-","-","-",,,"847","JEFFERSON ST","328",,"7458000",,"-122.41893379919999","37.807880000100006",,,,,,,"Port 1",,,,,"POINT (-122.418933799 37.80788)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","North Beach","3","23","99","99","6","3"
"160760",,"593-06140","-","0",,"ON",,"SFMTA","13","593062","M","-",,"SS","IPS","M5","Red",,,"593","O'FARRELL ST","614",,"9731000",,"-122.41513270109999","37.785579801400004",,,,,"113","113-2","E-1",,,"Post - Geary - O Farrell","Post-Geary-Offarrell","POINT (-122.415132701 37.785579801)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Tenderloin","5","36","20","20","5","10"
"152857",,"568-10630","-","0",,"ON",,"SFMTA","14","568101","T","U9",,"SS","IPS","M5","Grey",,,"568","MISSION ST","1063",,"9100000",,"-122.4100761001","37.7797863026",,,,,"DPT MOS","DPT MOS","N-3",,,,,"POINT (-122.4100761 37.779786303)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","South of Market","6","34","32","32","1","10"
"151889",,"444-02170","444-02003","17",,"ON",,"SFMTA","1","444021","M","-",,"MS","MacKay","Elite","Red",,,"444","GRANT AVE","209",,"6384001",,"-122.40533650270001","37.7889630002",,,,,"M-204","M204-2","I-3",,,"Kearny St: Grant Ave","Grant St: Unit, 200, 300","POINT (-122.405336503 37.788963)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","3","8","19","19","6","3"
"152740",,"440-34190","-","0",,"ON",,"SFMTA","20","440341","M","-",,"SS","IPS","M5","Grey",,,"440","GEARY BLVD","3419",,"6054101",,"-122.4559998994","37.7812568013",,,,,"126","126-3","B-1",,,"Geary St: 2400 - 4800","Geary2600-3100","POINT (-122.455999899 37.781256801)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Lone Mountain/USF","2","18","12","12","8","4"
"153498",,"324-11110","-","0",,"ON",,"SFMTA","12","324111","M","-",,"SS","IPS","M5","Grey",,,"324","BATTERY ST","1111",,"2767000",,"-122.4017633144","37.801750704400007",,,,,"203","203-3","G-1",,,"Broadway St: Unit - 800","Battery: 800 - 1200 Sansome","POINT (-122.401763314 37.801750704)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","3","8","77","77","6","3"
"159464",,"916-00250","916-00004","25",,"OFF",,"SFMTA","7","607322","U","UE",,"MS","MacKay","Elite","Grey",,,"607","PIERCE ST","3252",,"10445000",,"-122.43923750120001","37.8000905019",,,,,,,"F-2",,,,,"POINT (-122.439237501 37.800090502)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Marina","2","13","17","17","4","6"
"156300",,"205-06500","205-06002","50",,"ON",,"SFMTA","2","205062","T","UC",,"MS","MacKay","Elite","Green",,,"205","05TH ST","650",,"307000",,"-122.3979043026","37.7757675991",,,,,"DPT MOS","DPT MOS","N-4",,,,,"POINT (-122.397904303 37.775767599)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Mission Bay","6","4","32","32","1","10"
"160559",,"339-02210","-","0",,"ON",,"SFMTA","2","339021","M","-",,"SS","IPS","M5","Grey",,,"339","BERRY ST","221",,"2954000",,"-122.3939841089","37.7751965177",,,,,"DPT MOS","DPT MOS","N-4",,,,,"POINT (-122.393984109 37.775196518)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Mission Bay","6","4","34","34","1","10"
"153590",,"306-22060","-","0",,"ON",,"SFMTA","42","306222","M","-",,"SS","MacKay","mkBeacon","Grey",,,"306","ALAMEDA ST","2206",,"2136000",,"-122.4068493021","37.768469599",,,,,"418","418-3","S-1",,,"Brannan St: 700 - 900 9th St","Townsend/Alameda","POINT (-122.406849302 37.768469599)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Mission","6","20","33","33","3","9"
"155323",,"440-51250","-","0",,"ON",,"SFMTA","21","440511","M","UV",,"SS","IPS","M5","Green",,,"440","GEARY BLVD","5125",,"6072101",,"-122.4748762024","37.7804047977",,,,,"118","118-1","B-3",,,"Geary St: 5000 - 5200","Geary","POINT (-122.474876202 37.780404798)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Outer Richmond","1","29","5","5","8","4"
"159537",,"666-18030","-","0",,"ON",,"SFMTA","5","666181","M","-",,"SS","IPS","M5","Grey",,,"666","SUTTER ST","1803",,"12336000",,"-122.4301966016","37.786414002",,,,,"102","102-52","C-3",,,"Fillmore Flats: 1000 - 1500","Fillmore Flats","POINT (-122.430196602 37.786414002)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Japantown","5","15","101","101","4","11"
"161358",,"815-13160","-","0",,"ON",,"PORT","11","815132","U","U3",,"SS","IPS","M5","Grey",,,"815","BATTERY ST","1316",,"2769000",,"-122.4019667988","37.8035659016",,,,,,,"Port 1",,,,,"POINT (-122.401966799 37.803565902)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","3","8","77","77","6","3"
"160358",,"360-03120","-","0",,"ON",,"SFMTA","9","360032","M","-",,"SS","IPS","M5","Grey",,,"360","CLEMENT ST","312",,"4153000",,"-122.46280299850001","37.7830965006",,,,,"125","125-2","B-1",,,"Clement St: Unit - 1100","Clement","POINT (-122.462802998 37.783096501)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Inner Richmond","1","11","5","5","8","4"
"158483",,"568-25210","-","0",,"ON",,"SFMTA","4","568251","M","-",,"SS","IPS","M5","Grey",,,"568","MISSION ST","2521",,"9123000",,"-122.4187415016","37.7563338996",,,,,"302","302-1","R-3",,,"Mission St: 2500 - 2700","Mission 2500-2700","POINT (-122.418741502 37.7563339)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Mission","9","20","53","53","3","2"
"151699",,"725-00170","-","0",,"ON",,"SFMTA","10","725001","T","UY",,"SS","IPS","M5","Grey",,,"725","WEST PORTAL AVE","17",,"13577101",,"-122.46606050220001","37.740427601",,,,,"320","320-1","A-1",,,"West Portal Ave: Unit - 300","West Portal","POINT (-122.466060502 37.740427601)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","West of Twin Peaks","7","41","46","46","10","8"
"161490",,"360-11270","-","0",,"ON",,"SFMTA","9","360111","M","-",,"SS","IPS","M5","Grey",,,"360","CLEMENT ST","1127",,"4161000",,"-122.471476698","37.7825492014",,,,,"125","125-1","B-2",,,"Clement St: Unit - 1100","Clement","POINT (-122.471476698 37.782549201)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Inner Richmond","1","11","5","5","8","4"
"157213",,"837-10040","-","0",,"ON",,"PORT","11","837102","U","UG",,"-","-","-","-",,,"837","FRONT ST","1004",,"5876000",,"-122.40021029830001","37.8008490977",,,,,,,"Port 1",,,,,"POINT (-122.400210298 37.800849098)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","3","8","77","77","6","3"
"156700",,"400-06003","400-06003","0",,"ON",,"SFMTA","3","400061","P",,,"MS","MacKay","Tango","Grey",,,,"EDDY ST","600",,"5064000",,"-122.4148712025","37.7835826007",,,,,"M402","M402","E-4",,,"EDDY ST",,"POINT (-122.414871202 37.783582601)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Tenderloin","5","36","20","20","5","10"
"160861",,"359-17010","-","0",,"ON",,"SFMTA","15","359171","U","U1",,"SS","IPS","M5","Grey",,,"359","CLAY ST","1701",,"4106000",,"-122.4211797972","37.7923132022",,,,,,,"D-2",,,,,"POINT (-122.421179797 37.792313202)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Nob Hill","3","21","105","105","4","3"
"160648",,"915-00160","-","0",,"OFF",,"SFMTA","31","591261","U","U6",,"SS","IPS","M5","Grey",,,"591","OCEAN AVE","3000",,"9849000",,"-122.4745673013","37.732050397300007",,,,,,,"O-1",,,,,"POINT (-122.474567301 37.732050397)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","West of Twin Peaks","7","41","62","62","10","8"
